City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,carnarvon,-24.8667,113.6333,296.14,73,1,3.2,AU,1728571539
362,corrientes,-27.4806,-58.8341,292.58,89,100,5.14,AR,1728571540
363,chanthaburi,12.8333,102.1667,293.1,96,99,0.77,TH,1728571542
364,puerto armuelles,8.2833,-82.8667,298.76,87,100,3.13,PA,1728571543
365,port lincoln,-34.7333,135.8667,285.05,69,100,4.94,AU,1728571547
366,vadso,70.0744,29.7487,277.24,75,75,9.26,NO,1728571549
367,naduvattam,11.4833,76.5667,287.6,98,96,1.65,IN,1728571550
368,byron bay,-28.65,153.6167,290.06,86,100,0.87,AU,1728571551
369,rabaul,-4.1967,152.1721,299.32,83,50,2.02,PG,1728571553
370,belmonte,-15.8631,-38.8828,300.86,65,95,3.71,BR,1728571554
371,port hedland,-20.3167,118.5667,300.18,41,8,4.12,AU,1728571555
372,cidreira,-30.1811,-50.2056,291.0,87,100,10.14,BR,1728571557
373,rio brilhante,-21.8019,-54.5464,303.95,49,98,4.79,BR,1728571558
374,holmsund,63.706,20.3641,284.12,100,75,5.81,SE,1728571559
375,gadzhiyevo,69.2551,33.3362,276.31,72,100,10.79,RU,1728571561
376,desaguadero,-16.5656,-69.0417,286.86,28,1,5.18,PE,1728571562
377,jinghong,21.991,100.7341,293.63,98,92,0.92,CN,1728571563
378,sao joao,-8.8756,-36.3667,306.45,26,55,4.12,BR,1728571565
379,canavieiras,-15.675,-38.9472,300.96,63,98,3.2,BR,1728571566
380,siem reap,13.5,104.0,298.39,84,89,1.44,KH,1728571567
381,tacoronte,28.4769,-16.4102,297.33,72,20,2.57,ES,1728571569
382,fort mcmurray,56.7268,-111.381,274.88,93,100,0.0,CA,1728571570
383,urengoy,65.9667,78.3667,270.0,90,84,7.17,RU,1728571571
384,nouadhibou,20.931,-17.0347,307.14,40,7,4.63,MR,1728571573
385,ouahigouya,13.5828,-2.4216,309.41,28,69,2.03,BF,1728571574
386,tyukhtet,56.5389,89.3011,270.26,71,94,1.63,RU,1728571575
387,patterson,37.4716,-121.1297,290.37,65,96,1.32,US,1728571577
388,sao felix do xingu,-6.6447,-51.995,313.4,17,12,1.78,BR,1728571578
389,patong,7.8961,98.2966,299.23,83,95,3.05,TH,1728571579
390,mossel bay,-34.1831,22.146,290.11,73,100,5.47,ZA,1728571396
391,cabo san lucas,22.8909,-109.9124,300.49,74,0,1.53,MX,1728571347
392,upata,8.0086,-62.3989,304.48,47,100,3.97,VE,1728571583
393,edd,13.9297,41.6925,304.38,67,0,3.87,ER,1728571585
394,tazacorte,28.629,-17.9293,298.69,90,40,3.6,ES,1728571586
395,terra santa,-2.1042,-56.4869,311.31,26,13,3.1,BR,1728571587
396,kisangani,0.5167,25.2,300.36,67,95,1.44,CD,1728571589
397,maceio,-9.6658,-35.7353,302.84,65,75,3.6,BR,1728571590
398,hassi messaoud,31.6804,6.0729,313.07,11,0,4.12,DZ,1728571592
399,puerto del rosario,28.5004,-13.8627,298.01,73,20,3.09,ES,1728571593
400,krasnovishersk,60.4078,57.082,271.47,62,2,3.32,RU,1728571594
401,balkashino,52.5167,68.7667,283.69,54,100,8.14,KZ,1728571596
402,brooks,50.5834,-111.8851,277.14,87,91,5.14,CA,1728571374
403,kirkwall,58.9848,-2.9587,280.35,70,20,7.2,GB,1728571600
404,maamba,-17.3667,27.15,304.47,14,0,3.07,ZM,1728571601
405,iskateley,67.6803,53.1512,270.5,89,8,5.15,RU,1728571602
406,sao paulo de olivenca,-3.3783,-68.8725,307.01,50,100,0.05,BR,1728571604
407,aykhal,66.0,111.5,261.03,100,100,0.89,RU,1728571605
408,uruzgan,32.8333,66.0,291.47,24,0,1.52,AF,1728571606
409,filadelfia,39.9523,-75.1638,286.51,57,40,6.17,US,1728571375
410,yeppoon,-23.1333,150.7333,293.73,82,4,7.21,AU,1728571609
411,port-vila,-17.7338,168.3219,295.9,87,21,1.9,VU,1728571610
412,bim son,20.0781,105.8603,297.33,76,90,0.31,VN,1728571612
413,usinsk,65.9939,57.5281,267.34,92,9,3.66,RU,1728571613
414,tofol,5.3248,163.0078,300.88,75,76,1.85,FM,1728571615
415,dammam,26.4344,50.1033,306.21,38,40,4.63,SA,1728571558
416,mount pleasant,32.7941,-79.8626,294.26,73,20,8.23,US,1728571319
417,kinkala,-4.3614,14.7644,303.89,48,98,1.49,CG,1728571618
418,nova olimpia,-14.7972,-57.2881,313.13,24,4,2.79,BR,1728571619
419,geraldton,-28.7667,114.6,290.38,82,9,1.54,AU,1728571621
420,nelson bay,-32.7167,152.15,288.15,89,5,2.24,AU,1728571622
421,vila velha,-20.3297,-40.2925,297.12,88,100,3.6,BR,1728571624
422,porto novo,6.4965,2.6036,303.05,63,24,4.78,BJ,1728571626
423,vuktyl,63.8567,57.3094,271.68,61,0,2.76,RU,1728571627
424,kulhudhuffushi,6.6221,73.07,299.91,85,100,10.52,MV,1728571629
425,sodankyla,67.4167,26.6,276.76,99,100,3.49,FI,1728571630
426,aniva,46.7144,142.5294,277.21,74,100,6.85,RU,1728571633
427,mont-laurier,46.5501,-75.4993,278.53,85,100,4.29,CA,1728571555
428,juan griego,11.0817,-63.9655,304.22,70,54,7.72,VE,1728571635
429,guatire,10.4762,-66.5427,304.68,53,82,1.78,VE,1728571637
430,new norfolk,-42.7826,147.0587,283.66,67,58,3.85,AU,1728571638
431,oranjemund,-28.55,16.4333,290.64,63,66,6.31,NA,1728571639
432,burang,30.25,81.1667,275.27,69,18,3.13,CN,1728571640
433,newman,37.3138,-121.0208,290.39,65,100,0.45,US,1728571642
434,batyrevo,55.0675,47.6111,279.3,66,12,5.21,RU,1728571643
435,fort st. john,56.2499,-120.8529,275.09,75,20,5.66,CA,1728571644
436,xilin hot,43.9667,116.0333,282.16,47,0,6.19,CN,1728571646
437,wakkanai,45.4094,141.6739,285.67,77,100,9.15,JP,1728571647
438,machico,32.7,-16.7667,301.5,77,40,6.69,PT,1728571648
439,constantia,44.1833,28.65,297.53,56,0,0.34,RO,1728571445
440,khorixas,-20.3667,14.9667,310.44,7,0,4.8,NA,1728571651
441,palmer,42.1584,-72.3287,285.66,53,20,3.6,US,1728571652
442,tougan,13.0667,-3.0667,308.05,37,88,0.73,BF,1728571653
443,burutu,5.3509,5.5076,302.07,70,91,4.43,NG,1728571655
444,okondja,-0.6549,13.6753,301.63,57,75,1.55,GA,1728571656
445,viqueque,-8.8673,126.3658,297.95,88,54,0.72,TL,1728571659
446,colonia,50.9333,6.95,288.78,77,20,6.17,DE,1728571660
447,san patricio,28.017,-97.5169,295.12,42,2,1.31,US,1728571661
448,narra,9.3167,118.4,299.36,87,24,1.13,PH,1728571663
449,padang,-0.9492,100.3543,297.18,91,100,2.63,ID,1728571664
450,marat,25.0701,45.4615,304.58,11,0,4.27,SA,1728571665
451,oranjestad,12.524,-70.027,304.77,75,40,5.14,AW,1728571667
452,lensk,60.7253,114.9278,272.93,82,100,3.08,RU,1728571668
453,dien bien phu,21.3833,103.0167,296.4,82,100,1.38,VN,1728571669
454,cuyamel,15.6667,-88.2,299.48,73,100,1.71,HN,1728571671
455,chuguyevka,44.1653,133.8633,282.2,90,69,2.05,RU,1728571672
456,antsiranana,-12.2787,49.2917,301.57,51,20,9.26,MG,1728571673
457,tchaourou,8.8865,2.5975,303.2,62,93,2.07,BJ,1728571674
458,dinghaicun,26.2847,119.7936,295.98,66,0,6.57,CN,1728571675
459,zarghun shahr,32.8473,68.4457,288.73,22,1,3.9,AF,1728571677
460,tawau,4.2498,117.8871,300.22,88,85,2.57,MY,1728571678
461,yanchep,-31.55,115.6833,292.39,62,5,2.95,AU,1728571679
462,mermoz boabab,14.7065,-17.4758,300.03,78,75,7.2,SN,1728571680
463,puerto leguizamo,-0.1934,-74.7819,304.73,51,100,0.84,CO,1728571681
464,kanniyakumari,8.0833,77.5667,299.9,80,100,8.8,IN,1728571682
465,botou,38.0667,116.5667,286.0,31,0,2.95,CN,1728571684
466,es castell,39.8795,4.2854,294.53,64,40,1.54,ES,1728571685
467,tromso,69.6496,18.957,280.16,65,75,7.2,NO,1728571686
468,sur,22.5667,59.5289,302.25,59,0,0.73,OM,1728571689
469,nuuk,64.1835,-51.7216,272.49,100,100,3.09,GL,1728571455
470,mersing,2.4312,103.8405,298.1,94,20,2.57,MY,1728571550
471,axim,4.8699,-2.2405,300.61,77,46,4.49,GH,1728571693
472,shiguai,40.7058,110.2856,283.42,42,2,1.49,CN,1728571695
473,khetia,21.6667,74.5833,299.91,72,90,5.64,IN,1728571696
474,sinjar,36.3209,41.8754,303.09,11,7,3.68,IQ,1728571698
475,zavetnoye,47.1194,43.8903,289.62,45,94,2.45,RU,1728571699
476,lazaro cardenas,17.9583,-102.2,299.37,83,100,1.47,MX,1728571700
477,kendari,-3.945,122.4989,297.41,93,74,0.1,ID,1728571702
478,obo,5.3998,26.4869,300.02,79,50,0.91,CF,1728571703
479,leua,48.2156,18.6071,291.62,69,74,7.28,SK,1728571704
480,taltal,-25.4,-70.4833,291.53,52,0,3.35,CL,1728571706
481,nikolayevsk-on-amure,53.1406,140.73,277.04,94,96,1.98,RU,1728571707
482,novyy urgal,51.0736,132.5642,279.65,66,98,2.22,RU,1728571708
483,tralee,52.2704,-9.7026,285.29,54,40,2.06,IE,1728571710
484,zeya,53.75,127.2667,280.73,85,100,3.55,RU,1728571711
485,miranpur,29.3,77.9333,298.0,53,0,0.37,IN,1728571712
486,mirnyy,62.5353,113.9611,271.38,83,100,1.08,RU,1728571714
487,hadibu,12.65,54.0333,299.31,77,22,0.59,YE,1728571715
488,howrah,22.5892,88.3103,302.15,79,40,2.06,IN,1728571717
489,miranda,3.2499,-76.2281,295.35,89,100,1.35,CO,1728571719
490,malango,-2.9627,119.9001,292.66,99,100,0.85,ID,1728571720
491,labrador city,52.9463,-66.9114,276.1,90,100,6.17,CA,1728571721
492,orcopampa,-15.2661,-72.3417,285.83,20,1,1.63,PE,1728571723
493,port blair,11.6667,92.75,301.17,78,20,1.03,IN,1728571724
494,broken hill,-31.95,141.4333,289.75,28,96,8.51,AU,1728571725
495,odder,55.9731,10.153,284.14,71,26,11.31,DK,1728571726
496,xai-xai,-25.0519,33.6442,296.96,65,0,7.09,MZ,1728571728
497,balkanabat,39.5108,54.3671,296.32,50,7,4.11,TM,1728571729
498,kasempa,-13.4584,25.8338,304.38,10,3,4.56,ZM,1728571730
499,itoman,26.1247,127.6694,295.36,64,27,3.85,JP,1728571733
500,bandon,51.7469,-8.7425,283.92,53,9,5.13,IE,1728571671
501,fort bragg,35.139,-79.006,290.88,50,0,7.2,US,1728571736
502,olinda,-8.0089,-34.8553,302.0,61,20,5.66,BR,1728571460
503,santa ana de yacuma,-13.75,-65.4333,302.12,65,40,5.14,BO,1728571739
504,sarmiento,-45.5882,-69.07,287.96,30,100,9.26,AR,1728571740
505,khovd,48.0056,91.6419,283.08,36,5,0.2,MN,1728571741
506,kasongo-lunda,-6.4667,16.8167,303.52,52,63,2.41,CD,1728571743
507,conceicao da barra,-18.5933,-39.7322,303.35,51,88,3.85,BR,1728571744
508,kamyshlov,56.8428,62.7111,270.67,95,100,7.65,RU,1728571745
509,vladimirskaya,44.5455,40.7933,294.46,33,100,1.88,RU,1728571747
510,grootfontein,-19.5667,18.1167,307.91,8,20,5.66,NA,1728571748
511,merizo village,13.2658,144.6691,300.92,92,100,5.38,GU,1728571749
512,port augusta,-32.5,137.7667,285.58,69,100,7.72,AU,1728571750
513,isiro,2.7739,27.616,298.09,82,25,0.35,CD,1728571752
514,sant'antioco,39.0664,8.4522,294.57,76,100,8.35,IT,1728571753
515,xanthi,41.1414,24.8836,296.47,56,24,2.52,GR,1728571754
516,tsiombe,-25.3,45.4833,296.76,72,0,6.79,MG,1728571756
517,wewak,-3.5534,143.6268,299.53,84,99,1.57,PG,1728571757
518,kalmunai,7.4167,81.8167,299.93,83,48,1.49,LK,1728571617
519,kapa'a,22.0752,-159.319,299.33,94,0,7.2,US,1728571759
520,fisterra,42.9049,-9.2629,289.92,79,11,2.75,ES,1728571760
521,salinas,36.6777,-121.6555,289.14,87,100,1.54,US,1728571604
522,namibe,-15.1961,12.1522,294.64,68,1,5.93,AO,1728571764
523,loreto,22.2667,-101.9667,290.13,42,9,3.56,MX,1728571766
524,buala,-8.145,159.5921,299.26,85,52,2.49,SB,1728571767
525,shakhovskaya,56.0283,35.5097,282.86,79,79,5.21,RU,1728571769
526,dogonbadan,30.3586,50.7981,304.2,33,20,3.09,IR,1728571770
527,fortuna,40.5982,-124.1573,283.67,96,100,1.54,US,1728571771
528,knin,44.0439,16.2,293.15,76,100,5.02,HR,1728571773
529,monrovia,6.3005,-10.7969,300.13,78,96,1.58,LR,1728571774
530,porto sant'elpidio,43.2583,13.7583,294.38,73,1,2.58,IT,1728571548
531,saint-joseph,-21.3667,55.6167,295.36,79,71,6.86,RE,1728571777
532,alik ghund,30.4896,67.5226,287.74,19,0,1.44,PK,1728571778
533,cururupu,-1.8283,-44.8683,307.69,38,11,3.36,BR,1728571780
534,nobeoka,32.5833,131.6667,292.04,82,68,2.53,JP,1728571781
535,pangoa,-12.1167,-73.0,301.11,58,94,2.11,PE,1728571782
536,yatou,37.15,122.3833,287.13,87,1,2.38,CN,1728571784
537,jiuquan,39.7432,98.5174,286.21,25,33,0.48,CN,1728571785
538,ostersund,63.1792,14.6357,276.4,95,100,5.14,SE,1728571786
539,aizawl,23.7333,92.7167,293.21,99,5,0.73,IN,1728571788
540,rolla,37.9514,-91.7713,290.77,63,0,1.54,US,1728571789
541,al burayqah,30.4062,19.5739,307.02,31,14,1.85,LY,1728571790
542,moreira sales,-24.0622,-53.0069,293.32,88,100,3.93,BR,1728571793
543,lago da pedra,-4.3333,-45.1667,311.16,28,8,2.14,BR,1728571795
544,annotto bay,18.2717,-76.7652,305.79,56,24,0.59,JM,1728571796
545,deols,46.8293,1.7043,287.7,67,96,5.36,FR,1728571797
546,pobe,6.9801,2.6649,301.82,72,74,3.17,BJ,1728571799
547,zdolbuniv,50.5206,26.2425,291.89,64,0,4.76,UA,1728571800
548,maisi,43.0395,41.2621,290.01,60,100,1.72,GE,1728571803
549,junin,-34.5838,-60.9433,296.22,36,73,2.1,AR,1728571564
550,dunay,42.8803,132.3375,286.52,78,4,3.5,RU,1728571805
551,el nido,11.1858,119.3956,299.9,94,48,0.61,PH,1728571807
552,fort leonard wood,37.7057,-92.1572,293.4,40,0,1.27,US,1728571808
553,laojunmiao,39.8333,97.7333,283.34,36,31,0.06,CN,1728571809
554,boguchany,58.3814,97.4531,270.29,78,99,3.66,RU,1728571811
555,carutapera,-1.195,-46.02,304.61,55,39,3.77,BR,1728571812
556,najran,17.4924,44.1277,298.68,16,2,4.57,SA,1728571813
557,alice springs,-23.7,133.8833,290.9,25,1,0.0,AU,1728571814
558,ancud,-41.8697,-73.8203,282.73,95,100,2.9,CL,1728571815
559,freetown,8.484,-13.2299,300.62,78,98,2.89,SL,1728571817
560,colombo,6.9319,79.8478,299.12,82,100,6.3,LK,1728571818
561,sechura,-5.5569,-80.8222,295.67,64,56,4.57,PE,1728571819
562,kavaratti,10.5669,72.642,299.47,88,100,6.75,IN,1728571820
563,panacan,9.2463,118.4082,300.51,82,19,1.29,PH,1728571822
564,belomorsk,64.5232,34.7668,276.23,86,100,5.14,RU,1728571823
565,port douglas,-16.4833,145.4667,297.65,84,54,3.31,AU,1728571824
566,xinzhi,36.4989,111.7047,290.9,28,0,1.48,CN,1728571825
567,jumla,29.2747,82.1838,282.7,92,20,1.48,NP,1728571826
568,barah,13.7,30.3667,309.39,25,70,1.2,SD,1728571828
569,wismar,53.9,11.4667,286.07,88,100,9.41,DE,1728571829
570,khandyga,62.6667,135.6,273.27,77,100,3.25,RU,1728571830
571,taroa,8.7058,171.2275,300.73,78,100,3.6,MH,1728571831
572,coronel dorrego,-38.7187,-61.2873,295.35,34,79,4.85,AR,1728571833
573,sidi slimane,34.2648,-5.926,300.17,48,99,5.11,MA,1728571834
574,ambon,-3.6954,128.1814,302.03,92,0,2.06,ID,1728571836
575,miri,4.4148,114.0089,302.23,84,40,0.0,MY,1728571837
576,aioun,16.6614,-9.6149,309.34,30,99,2.03,MR,1728571839
577,amahai,-3.3333,128.9167,298.82,84,100,1.78,ID,1728571840
578,alaghsas,17.0187,8.0168,312.09,11,0,5.14,NE,1728571841
579,uliastay,47.7417,96.8444,276.85,46,4,1.55,MN,1728571843
580,lata,40.1629,-8.3327,294.06,45,7,2.15,PT,1728571844
581,puerto ayacucho,5.6639,-67.6236,304.34,61,79,1.49,VE,1728571845
582,praia da vitoria,38.7333,-27.0667,298.29,73,75,9.18,PT,1728571847
